year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2017,softball,girls,,first_team_all_state,Mackenzie Short,Appoquinimink,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Shannon Lord,Sussex Tech,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Kerrigan Simpson,Lake Forest,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Darby Brennan,Milford,Coaches association,jr.,2B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Brooke Glanden,Lake Forest,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Avery Wheatley,Delmar,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Rajene Bowe,Milford,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Mya Maddox,Lake Forest,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Kaelyn Press,Smyrna,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Madison Watson,Sussex Tech,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Emily Proffitt,Caravel,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Andrea Johnson,Appoquinimink,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Rachel DiMarcello,St. Georges,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Julia Bomhardt,Indian River,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Hayley McCabe,Sussex Central,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Abby Cunningham,Padua,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Sarah Bessel,Conrad,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Alexus Johnson,DMA,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Jude McGough,Newark Charter,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,first_team_all_state,Kaitlyn Stahre,Lake Forest,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Taylor Evick,Sussex Central,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Grace Walker,Caravel,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Jakayla Sample,Sussex Tech,Coaches association,so.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Jessica Anderson,Smyrna,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Jordan Cooke,Middletown,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Morgan Heritage,Hodgson,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Tayler Vitola,Appoquinimink,Coaches association,fr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Zoey Jones,Padua,Coaches association,fr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Caitlin Baxter,Padua,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Alyssa Ball,Caesar Rodney,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Brittany Baker,Lake Forest,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Delani Sheehan,DMA,Coaches association,fr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Taylor Wroten,Sussex Tech,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,second_team_all_state,Madison McGee,Indian River,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Mallory Weir,Appoquinimink,Coaches association,so.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Taylor Gillis,Charter of Wilmington,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Taylor Beres,Red Lion Christian,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Paige Thomas,St. Mark's,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Caitlin Pontak,Newark Charter,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Janelle Hessler,St. Mark's,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Samantha Freeland,DMA,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Haley Rogers,Delmar,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Taylor Coleman,Appoquinimink,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Rylee Shockley,Sussex Tech,Coaches association,sr.,UT,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Madison Drummond,Smyrna,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Brooklynne Johnson,Hodgson,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Julia Casson,St. Elizabeth,Coaches association,sr.,UT,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Brooke Ward,Sussex Tech,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Courtney Kohel,Milford,Coaches association,so.,C,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,honorable_mention_all_state,Clare Henry,DMA,Coaches association,fr.,3B,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,player_of_the_year,Avery Wheatley,Delmar,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2017,softball,girls,,coach_of_the_year,Brian Timpson,Appoquinimink,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2017/05/31/delmars-wheatley-heads-all-state-softball-team/358750001/
2016,softball,girls,,first_team_all_state,Mackenzie Short,Appoquinimink,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Sydney Ostroski,Cape Henlopen,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Whitney DeMora,Polytech,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Brooke Stoeckel,Sussex Central,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Rosa'lynn Burton,Caesar Rodney,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Kendra Ziemba,Hodgson,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Kierstin Fallers,Padua,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Taylor Coleman,Appoquinimink,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
2016,softball,girls,,first_team_all_state,Mya Maddox,Lake Forest,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2016/06/04/polytechs-demora-leads-all-state-softball-team/85420174/
